NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise,Sunset,Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
Latitude (+ to N),38.95447,,1/1/2021,12:00:00,2459216.17,0.21002510,,281.5316478,7918.233131,0.0166998,-0.060259,281.4713888,7918.172872,0.983309413,281.4610094,23.43655991,23.43705614,-77.53932656,-22.94270643,0.043026089,-3.756267228,71.22090956,13:12:06,8:27:13,17:56:59,569.7672765,647.8946528,-18.02633681,64.15719147,25.84280853,0.033151097,25.87595963,161.5400919,
Longitude (+ to E),-77.08727,,1/2/2021,12:00:00,2459217.17,0.21005248,,282.5172951,7919.218731,0.016699798,-0.026648755,282.4906464,7919.192083,0.983302808,282.4802679,23.43655955,23.43705811,-76.43732894,-22.85143298,0.043026097,-4.220753669,71.311903,13:12:34,8:27:19,17:57:49,570.495224,647.4301663,-18.14245842,64.09796322,25.90203678,0.033064818,25.93510159,161.3983469,
Time Zone (+ to E),-4,,1/3/2021,12:00:00,2459218.17,0.21007985,,283.5029425,7920.204332,0.016699797,0.006969881,283.5099124,7920.211301,0.983301314,283.4995347,23.4365592,23.43706007,-75.33686208,-22.75258428,0.043026104,-4.679246934,71.41025929,13:13:02,8:27:23,17:58:40,571.2820743,646.9716731,-18.25708173,64.0313266,25.9686734,0.032968176,26.00164158,161.2555272,
Local Time (hrs),12:00:00,,1/4/2021,12:00:00,2459219.17,0.21010723,,284.4885898,7921.189932,0.016699796,0.040586317,284.5291762,7921.230518,0.98330493,284.5187994,23.43655884,23.43706204,-74.23804936,-22.6462087,0.043026112,-5.131262205,71.51588693,13:13:29,8:27:25,17:59:33,572.1270955,646.5196578,-18.37008555,63.95730145,26.04269855,0.032861349,26.0755599,161.1117221,
Year,2021,,1/5/2021,12:00:00,2459220.17,0.21013461,,285.4742372,7922.175532,0.016699795,0.07418996,285.5484272,7922.249722,0.983313655,285.5380513,23.43655848,23.437064,-73.14101094,-22.53235826,0.043026119,-5.576325841,71.62868853,13:13:56,8:27:25,18:00:26,573.0295082,646.0745942,-18.48135146,63.87591095,26.12408905,0.032744531,26.15683358,160.9670198,
,,,1/6/2021,12:00:00,2459221.17,0.21016199,,286.4598846,7923.161132,0.016699794,0.107770223,286.5676548,7923.268903,0.983327487,286.5572798,23.43655813,23.43706596,-72.04586365,-22.4110886,0.043026127,-6.013976101,71.7485611,13:14:22,8:27:22,18:01:21,573.9884888,645.6369439,-18.59076403,63.78718158,26.21281842,0.032617933,26.24543635,160.8215079,
,,,1/7/2021,12:00:00,2459222.17,0.21018937,,287.4455319,7924.146733,0.016699793,0.141316527,287.5868485,7924.288049,0.983346422,287.5764743,23.43655777,23.43706793,-70.95272073,-22.28245884,0.043026134,-6.443763835,71.87539641,13:14:48,8:27:17,18:02:18,575.0031713,645.2071562,-18.69821096,63.69114305,26.30885695,0.032481786,26.34133873,160.6752733,
,,,1/8/2021,12:00:00,2459223.17,0.21021675,,288.4311793,7925.132333,0.016699792,0.174818306,288.6059976,7925.307151,0.983370452,288.5956244,23.43655741,23.43706989,-69.86169171,-22.14653151,0.043026141,-6.865253148,72.00908133,13:15:13,8:27:11,18:03:15,576.0726506,644.7856669,-18.80358329,63.5878283,26.4121717,0.032336331,26.44450803,160.5284014,
,,,1/9/2021,12:00:00,2459224.17,0.21024413,,289.4168267,7926.117933,0.01669979,0.208265011,289.6250917,7926.326198,0.98339957,289.6147193,23.43655706,23.43707185,-68.77288223,-22.00337245,0.043026149,-7.278022026,72.14949814,13:15:38,8:27:02,18:04:14,577.1959851,644.372898,-18.90677551,63.47727343,26.52272657,0.032181827,26.55490839,160.3809769,
,,,1/10/2021,12:00:00,2459225.17,0.21027150,,290.402474,7927.103534,0.016699789,0.241646113,290.6441201,7927.34518,0.983433767,290.6337487,23.4365567,23.43707381,-67.68639392,-21.8530507,0.043026156,-7.681662933,72.29652495,13:16:02,8:26:51,18:05:13,578.3721996,643.9692571,-19.00768573,63.35951772,26.64048228,0.032018544,26.67250082,160.2330832,
,,,1/11/2021,12:00:00,2459226.17,0.21029888,,291.3881214,7928.089134,0.016699788,0.274951108,291.6630725,7928.364085,0.983473032,291.6527019,23.43655635,23.43707577,-66.60232424,-21.69563844,0.043026164,-8.075783365,72.45003601,13:16:25,8:26:37,18:06:14,579.600288,643.5751366,-19.10621584,63.23460352,26.76539648,0.031846766,26.79724325,160.0848024,
,,,1/12/2021,12:00:00,2459227.17,0.21032626,,292.3737688,7929.074734,0.016699787,0.30816952,292.6819383,7929.382904,0.983517351,292.6715686,23.43655599,23.43707773,-65.52076636,-21.53121081,0.043026171,-8.460006376,72.60990207,13:16:49,8:26:22,18:07:15,580.8792166,643.1909136,-19.20227159,63.10257624,26.89742376,0.031666784,26.92909054,159.9362153,
,,,1/13/2021,12:00:00,2459228.17,0.21035364,,293.3594161,7930.060334,0.016699786,0.341290905,293.700707,7930.401625,0.98356671,293.6903383,23.43655563,23.43707969,-64.44180906,-21.35984587,0.043026178,-8.833971062,72.77599079,13:17:11,8:26:05,18:08:17,582.2079263,642.8169489,-19.29576277,62.96348433,27.03651567,0.031478901,27.06799457,159.7874012,
,,,1/14/2021,12:00:00,2459229.17,0.21038102,,294.3450635,7931.045935,0.016699785,0.374304855,294.7193683,7931.42024,0.983621093,294.7090005,23.43655528,23.43708165,-63.36553668,-21.18162446,0.043026186,-9.197333001,72.94816704,13:17:33,8:25:45,18:09:20,583.5853363,642.453587,-19.38660325,62.81737916,27.18262084,0.031283426,27.21390426,159.6384379,
,,,1/15/2021,12:00:00,2459230.17,0.21040840,,295.3307108,7932.031535,0.016699783,0.407201003,295.7379118,7932.438736,0.983680483,295.7275449,23.43655492,23.43708361,-62.29202895,-20.99663009,0.043026193,-9.549764667,73.12629329,13:17:54,8:25:24,18:10:24,585.0103463,642.1011553,-19.47471117,62.66431507,27.33568493,0.031080677,27.36676561,159.4894016,
,,,1/16/2021,12:00:00,2459231.17,0.21043577,,296.3163582,7933.017135,0.016699782,0.439969023,296.7563272,7933.457104,0.983744859,296.7459612,23.43655457,23.43708557,-61.221361,-20.80494882,0.043026201,-9.890955792,73.31022997,13:18:14,8:25:00,18:11:29,586.4818398,641.7599642,-19.56000895,62.50434923,27.49565077,0.030870976,27.52652174,159.3403669,
,,,1/17/2021,12:00:00,2459232.17,0.21046315,,297.3020056,7934.002736,0.016699781,0.472598641,297.7746042,7934.475334,0.983814201,297.7642391,23.43655421,23.43708753,-60.15360328,-20.60666916,0.043026208,-10.2206137,73.49983578,13:18:34,8:24:34,18:12:34,587.9986862,641.4303063,-19.64242342,62.33754166,27.66245834,0.030654648,27.69311299,159.1914064,
,,,1/18/2021,12:00:00,2459233.17,0.21049053,,298.2876529,7934.988336,0.01669978,0.50507963,298.7927326,7935.493415,0.983888487,298.7823684,23.43655385,23.43708949,-59.08882152,-20.40188196,0.043026215,-10.53846357,73.69496806,13:18:53,8:24:06,18:13:40,589.5597445,641.1124564,-19.72188589,62.16395514,27.83604486,0.030432023,27.86647689,159.0425909,
,,,1/19/2021,12:00:00,2459234.17,0.21051791,,299.2733003,7935.973936,0.016699779,0.537401821,299.8107021,7936.511338,0.983967692,299.8003388,23.4365535,23.43709144,-58.02707667,-20.19068027,0.043026223,-10.84424873,73.89548309,13:19:12,8:23:37,18:14:47,591.1638647,640.8066713,-19.79833218,61.98365516,28.01634484,0.030203433,28.04654827,158.8939893,
,,,1/20/2021,12:00:00,2459235.17,0.21054529,,300.2589477,7936.959536,0.016699778,0.569555102,300.8285028,7937.529091,0.98405179,300.8181404,23.43655314,23.4370934,-56.96842495,-19.97315924,0.04302623,-11.1377308,74.10123645,13:19:29,8:23:05,18:15:54,592.8098916,640.5131892,-19.8717027,61.79670989,28.20329011,0.029969209,28.23325932,158.7456682,
,,,1/21/2021,12:00:00,2459236.17,0.21057267,,301.244595,7937.945137,0.016699777,0.601529424,301.8461245,7938.546666,0.984140754,301.835763,23.43655279,23.43709536,-55.91291777,-19.74941603,0.043026238,-11.41868993,74.31208327,13:19:46,8:22:31,18:17:01,594.4966662,640.2322301,-19.94194248,61.60319012,28.39680988,0.029729684,28.42653957,158.5976924,
,,,1/22/2021,12:00:00,2459237.17,0.21060005,,302.2302424,7938.930737,0.016699775,0.633314804,302.8635572,7939.564052,0.984234555,302.8531967,23.43655243,23.43709731,-54.86060177,-19.51954964,0.043026245,-11.68692484,74.52787858,13:20:02,8:21:55,18:18:09,596.2230286,639.9639952,-20.00900121,61.40316917,28.59683083,0.029485187,28.62631602,158.4501242,
,,,1/23/2021,12:00:00,2459238.17,0.21062742,,303.2158898,7939.916337,0.016699774,0.664901329,303.8807911,7940.581239,0.984333163,303.8704316,23.43655207,23.43709927,-53.81151885,-19.28366084,0.043026252,-11.94225298,74.74847753,13:20:17,8:21:18,18:19:17,597.9878203,639.708667,-20.07283325,61.1967229,28.8032771,0.029236048,28.83251315,158.3030235,
,,,1/24/2021,12:00:00,2459239.17,0.21065480,,304.2015371,7940.901937,0.016699773,0.696279159,304.8978163,7941.598217,0.984436545,304.8874577,23.43655172,23.43710122,-52.76570616,-19.04185208,0.04302626,-12.18451055,74.97373573,13:20:32,8:20:38,18:20:26,599.7898859,639.4664094,-20.13339764,60.98392959,29.01607041,0.028982591,29.04505301,158.1564482,
,,,1/25/2021,12:00:00,2459240.17,0.21068218,,305.1871845,7941.887538,0.016699772,0.727438531,305.914623,7942.614976,0.984544668,305.9042654,23.43655136,23.43710318,-51.72319614,-18.7942273,0.043026267,-12.41355249,75.20350944,13:20:46,8:19:57,18:21:35,601.6280756,639.2373675,-20.19065812,60.76486992,29.23513008,0.028725138,29.26385522,158.0104534,
,,,1/26/2021,12:00:00,2459241.17,0.21070956,,306.1728318,7942.873138,0.016699771,0.758369761,306.9312016,7943.631508,0.984657497,306.9208449,23.43655101,23.43710513,-50.6840166,-18.5408919,0.043026274,-12.62925247,75.43765585,13:20:59,8:19:14,18:22:44,603.5012468,639.0216675,-20.24458312,60.53962693,29.46037307,0.028464006,29.48883707,157.8650917,
,,,1/27/2021,12:00:00,2459242.17,0.21073694,,307.1584792,7943.858738,0.01669977,0.789063252,307.9475425,7944.647802,0.984774996,307.9371867,23.43655065,23.43710709,-49.64819071,-18.2819526,0.043026282,-12.83150283,75.67603327,13:21:11,8:18:29,18:23:53,605.4082661,638.8194172,-20.29514571,60.30828591,29.69171409,0.028199505,29.71991359,157.7204131,
,,,1/28/2021,12:00:00,2459243.17,0.21076432,,308.1441266,7944.844339,0.016699768,0.81950949,308.9636361,7945.663848,0.984897125,308.9532813,23.43655029,23.43710904,-48.61573712,-18.01751736,0.043026289,-13.02021444,75.91850136,13:21:22,8:17:42,18:25:03,607.3480109,638.6307056,-20.34232361,60.07093439,29.92906561,0.02793194,29.95699755,157.576465,
,,,1/29/2021,12:00:00,2459244.17,0.21079170,,309.1297739,7945.829939,0.016699767,0.849699053,309.979473,7946.679638,0.985023846,309.9691192,23.43654994,23.43711099,-47.58666998,-17.74769524,0.043026297,-13.19531661,76.16492134,13:21:33,8:16:53,18:26:12,609.3193707,638.4556034,-20.38609915,59.82766204,30.17233796,0.02766161,30.19999957,157.4332918,
,,,1/30/2021,12:00:00,2459245.17,0.21081907,,310.1154213,7946.815539,0.016699766,0.879622614,310.9950439,7947.695162,0.985155118,310.9846911,23.43654958,23.43711294,-46.56099905,-17.47259632,0.043026304,-13.35675689,76.41515613,13:21:42,8:16:03,18:27:22,611.321249,638.2941631,-20.42645922,59.57856067,30.42143933,0.027388807,30.44882814,157.2909354,
,,,1/31/2021,12:00:00,2459246.17,0.21084645,,311.1010687,7947.801139,0.016699765,0.909270941,312.0103396,7948.71041,0.985290898,311.9999878,23.43654923,23.4371149,-45.53872975,-17.19233164,0.043026311,-13.50450088,76.66907054,13:21:51,8:15:11,18:28:32,613.3525643,638.1464191,-20.46339522,59.32372411,30.67627589,0.027113814,30.7033897,157.1494345,
,,,2/1/2021,12:00:00,2459247.17,0.21087383,,312.086716,7948.78674,0.016699764,0.938634904,313.0253509,7949.725375,0.985431142,313.0150001,23.43654887,23.43711685,-44.51986325,-16.90701304,0.043026319,-13.63853195,76.92653139,13:21:59,8:14:17,18:29:42,615.4122512,638.012388,-20.49690299,59.06324819,30.93675181,0.026836906,30.96358872,157.0088252,
,,,2/2/2021,12:00:00,2459248.17,0.21090121,,313.0723634,7949.77234,0.016699763,0.967705474,314.0400689,7950.740045,0.985575805,314.029719,23.43654851,23.4371188,-43.50439658,-16.61675313,0.043026326,-13.75885106,77.18740771,13:22:06,8:13:21,18:30:51,617.4992617,637.8920689,-20.52698276,58.79723065,31.20276935,0.026558351,31.2293277,156.8691403,
,,,2/3/2021,12:00:00,2459249.17,0.21092859,,314.0580108,7950.75794,0.016699762,0.996473731,315.0544845,7951.754414,0.985724841,315.0441356,23.43654816,23.43712075,-42.4923227,-16.32166517,0.043026333,-13.86547638,77.45157078,13:22:13,8:12:24,18:32:01,619.6125663,637.7854436,-20.55363909,58.52577112,31.47422888,0.026278408,31.50050729,156.7304097,
,,,2/4/2021,12:00:00,2459250.17,0.21095597,,315.0436581,7951.743541,0.01669976,1.024930862,316.068589,7952.768471,0.985878201,316.0582411,23.4365478,23.4371227,-41.48363061,-16.02186299,0.043026341,-13.95844302,77.71889428,13:22:18,8:11:26,18:33:11,621.7511543,637.692477,-20.57688076,58.24897102,31.75102898,0.025997325,31.77702631,156.5926604,
,,,2/5/2021,12:00:00,2459251.17,0.21098334,,316.0293055,7952.729141,0.016699759,1.053068168,317.0823737,7953.782209,0.986035836,317.0720267,23.43654745,23.43712465,-40.47830547,-15.71746093,0.043026348,-14.03780268,77.98925438,13:22:23,8:10:26,18:34:21,623.914035,637.6131173,-20.59672067,57.96693351,32.03306649,0.025715345,32.05878183,156.455916,
,,,2/6/2021,12:00:00,2459252.17,0.21101072,,317.0149528,7953.714741,0.016699758,1.080877063,318.0958299,7954.795618,0.986197695,318.085484,23.43654709,23.4371266,-39.47632865,-15.40857375,0.043026355,-14.10362326,78.2625298,13:22:27,8:09:24,18:35:30,626.1002384,637.5472967,-20.61317581,57.67976347,32.32023653,0.025432698,32.34566923,156.3201971,
,,,2/7/2021,12:00:00,2459253.17,0.21103810,,318.0006002,7954.700341,0.016699757,1.108349083,319.1089493,7955.80869,0.986363726,319.0986044,23.43654673,23.43712854,-38.4776779,-15.09531653,0.043026363,-14.15598848,78.53860191,13:22:30,8:08:21,18:36:40,628.3088153,637.4949315,-20.62626712,57.38756735,32.61243265,0.025149607,32.63758226,156.1855212,
,,,2/8/2021,12:00:00,2459254.17,0.21106548,,318.9862476,7955.685942,0.016699756,1.13547588,320.1217235,7956.821418,0.986533877,320.1113795,23.43654638,23.43713049,-37.48232742,-14.77780466,0.04302637,-14.19499749,78.81735474,13:22:33,8:07:16,18:37:49,630.5388379,637.4559225,-20.63601937,57.09045321,32.90954679,0.024866284,32.93441308,156.0519025,
,,,2/9/2021,12:00:00,2459255.17,0.21109286,,319.9718949,7956.671542,0.016699755,1.162249233,321.1341442,7957.833791,0.986708092,321.1238013,23.43654602,23.43713244,-36.49024799,-14.45615372,0.043026378,-14.2207644,79.09867507,13:22:34,8:06:11,18:38:58,632.7894006,637.4301556,-20.6424611,56.78853058,33.21146942,0.024582934,33.23605236,155.919352,
,,,2/10/2021,12:00:00,2459256.17,0.21112024,,320.9575423,7957.657142,0.016699753,1.188661047,322.1462033,7958.845803,0.986886315,322.1358615,23.43654567,23.43713439,-35.50140708,-14.13047943,0.043026385,-14.23341788,79.38245244,13:22:35,8:05:03,18:40:07,635.0596195,637.4175021,-20.64562447,56.48191044,33.51808956,0.024299751,33.54238931,155.7878774,
,,,2/11/2021,12:00:00,2459257.17,0.21114762,,321.9431897,7958.642743,0.016699752,1.214703354,323.157893,7959.857446,0.98706849,323.1475521,23.43654531,23.43713633,-34.51576894,-13.8008976,0.043026392,-14.23310064,79.66857914,13:22:35,8:03:54,18:41:15,637.3486332,637.4178194,-20.64554516,56.17070515,33.82929485,0.024016919,33.85331177,155.6574833,
,,,2/12/2021,12:00:00,2459258.17,0.21117499,,322.928837,7959.628343,0.016699751,1.240368318,324.1692053,7960.868711,0.987254558,324.1588655,23.43654495,23.43713828,-33.53329475,-13.46752409,0.0430264,-14.21996904,79.95695031,13:22:34,8:02:44,18:42:24,639.6556024,637.430951,-20.64226226,55.85502838,34.14497162,0.023734616,34.16870624,155.5281711,
,,,2/13/2021,12:00:00,2459259.17,0.21120237,,323.9144844,7960.613943,0.01669975,1.265648238,325.1801326,7961.879591,0.98744446,325.1697938,23.4365446,23.43714022,-32.5539427,-13.13047469,0.043026407,-14.19419253,80.24746382,13:22:33,8:01:33,18:43:32,641.9797106,637.4567275,-20.63581813,55.53499506,34.46500494,0.023453008,34.48845795,155.3999387,
,,,2/14/2021,12:00:00,2459260.17,0.21122975,,324.9001318,7961.599543,0.016699749,1.290535548,326.1906673,7962.890079,0.987638136,326.1803295,23.43654424,23.43714217,-31.57766815,-12.78986516,0.043026414,-14.15595318,80.54002039,13:22:30,8:00:21,18:44:40,644.3201631,637.4949668,-20.6262583,55.21072132,34.78927868,0.023172253,34.81245093,155.272781,
,,,2/15/2021,12:00:00,2459261.17,0.21125713,,325.8857791,7962.585144,0.016699748,1.31502282,327.2008019,7963.900166,0.987835523,327.1904652,23.43654389,23.43714411,-30.60442367,-12.4458111,0.043026422,-14.10544521,80.83452347,13:22:27,7:59:07,18:45:48,646.6761878,637.5454748,-20.6136313,54.88232441,35.11767559,0.022892502,35.14056809,155.1466894,
,,,2/16/2021,12:00:00,2459262.17,0.21128451,,326.8714265,7963.570744,0.016699747,1.339102769,328.2105293,7964.909847,0.988036559,328.2001935,23.43654353,23.43714606,-29.63415923,-12.09842797,0.043026429,-14.04287442,81.1308793,13:22:24,7:57:52,18:46:55,649.0470344,637.6080456,-20.59798861,54.54992267,35.45007733,0.022613894,35.47269122,155.0216524,
,,,2/17/2021,12:00:00,2459263.17,0.21131189,,327.8570738,7964.556344,0.016699745,1.362768249,329.2198421,7965.919112,0.98824118,329.2095074,23.43654317,23.437148,-28.66682227,-11.74783101,0.043026436,-13.96845776,81.42899681,13:22:19,7:56:36,18:48:02,651.4319745,637.6824622,-20.57938444,54.21363545,35.78636455,0.022336564,35.80870112,154.8976548,
,,,2/18/2021,12:00:00,2459264.17,0.21133927,,328.8427212,7965.541944,0.016699744,1.386012262,330.2287335,7966.927957,0.98844932,330.2183998,23.43654282,23.43714994,-27.70235781,-11.39413521,0.043026444,-13.88242273,81.72878764,13:22:14,7:55:19,18:49:09,653.8303011,637.7684973,-20.55787568,53.87358303,36.12641697,0.022060635,36.1484776,154.7746787,
,,,2/19/2021,12:00:00,2459265.17,0.21136664,,329.8283686,7966.527545,0.016699743,1.408827957,331.2371965,7967.936373,0.988660915,331.2268639,23.43654246,23.43715188,-26.74070856,-11.0374553,0.043026451,-13.78500692,82.03016606,13:22:08,7:54:01,18:50:15,656.2413285,637.8659131,-20.53352173,53.52988664,36.47011336,0.021786225,36.49189958,154.6527026,
,,,2/20/2021,12:00:00,2459266.17,0.21139402,,330.8140159,7967.513145,0.016699742,1.43120863,332.2452246,7968.944354,0.988875896,332.234893,23.43654211,23.43715383,-25.78181506,-10.67790566,0.043026458,-13.67645749,82.33304896,13:22:02,7:52:42,18:51:21,658.6643917,637.9744625,-20.50638437,53.18266831,36.81733169,0.021513444,36.83884513,154.531702,
,,,2/21/2021,12:00:00,2459267.17,0.21142140,,331.7996633,7968.498745,0.016699741,1.453147731,333.252811,7969.951893,0.989094197,333.2424806,23.43654175,23.43715577,-24.82561575,-10.31560037,0.043026466,-13.55703062,82.63735575,13:21:54,7:51:21,18:52:27,661.098846,638.0938894,-20.47652765,52.83205087,37.16794913,0.021242394,37.18919153,154.4116492,
,,,2/22/2021,12:00:00,2459268.17,0.21144878,,332.7853107,7969.484346,0.01669974,1.474638858,334.2599495,7970.958984,0.989315747,334.2496201,23.43654139,23.43715771,-23.87204707,-9.950653118,0.043026473,-13.42699105,82.94300834,13:21:47,7:50:00,18:53:33,663.5440667,638.223929,-20.44401776,52.47815787,37.52184213,0.020973169,37.5428153,154.2925135,
,,,2/23/2021,12:00:00,2459269.17,0.21147616,,333.770958,7970.469946,0.016699739,1.495675768,335.2666338,7971.965622,0.989540478,335.2563055,23.43654104,23.43715965,-22.92104359,-9.583177195,0.04302648,-13.28661155,83.24993107,13:21:38,7:48:38,18:54:38,665.9994486,638.3643085,-20.40892289,52.12111356,37.87888644,0.020705858,37.8995923,154.1742608,
,,,2/24/2021,12:00:00,2459270.17,0.21150354,,334.7566054,7971.455546,0.016699737,1.516252372,336.2728578,7972.971799,0.989768317,336.2625305,23.43654068,23.43716159,-21.9725381,-9.213285488,0.043026488,-13.13617241,83.55805064,13:21:29,7:47:15,18:55:43,668.4644051,638.5147476,-20.3713131,51.76104277,38.23895723,0.020440544,38.25939777,154.0568542,
,,,2/25/2021,12:00:00,2459271.17,0.21153091,,335.7422528,7972.441146,0.016699736,1.536362739,337.2786155,7973.977509,0.989999195,337.2682893,23.43654033,23.43716353,-21.02646171,-8.841090446,0.043026495,-12.97596097,83.86729602,13:21:20,7:45:51,18:56:48,670.9383681,638.674959,-20.33126024,51.39807095,38.60192905,0.0201773,38.62210635,153.9402536,
,,,2/26/2021,12:00:00,2459272.17,0.21155829,,336.7279001,7973.426747,0.016699735,1.556001096,338.2839012,7974.982748,0.990233037,338.2735761,23.43653997,23.43716547,-20.08274393,-8.466704068,0.043026502,-12.80627114,84.17759841,13:21:09,7:44:27,18:57:52,673.4207873,638.8446489,-20.28883779,51.03232404,38.96767596,0.019916198,38.98759216,153.824416,
,,,2/27/2021,12:00:00,2459273.17,0.21158567,,337.7135475,7974.412347,0.016699734,1.575161832,339.2887093,7975.987509,0.990469771,339.2783853,23.43653961,23.4371674,-19.14131278,-8.090237888,0.04302651,-12.62740289,84.48889117,13:20:59,7:43:01,18:58:56,675.9111294,639.0235171,-20.24412072,50.66392846,39.33607154,0.019657301,39.35572884,153.7092952,
,,,2/28/2021,12:00:00,2459274.17,0.21161305,,338.6991948,7975.397947,0.016699733,1.593839499,340.2930343,7976.991787,0.990709323,340.2827114,23.43653926,23.43716934,-18.20209489,-7.711802959,0.043026517,-12.43966183,84.8011097,13:20:47,7:41:35,19:00:00,678.4088776,639.2112582,-20.19718546,50.29301106,39.70698894,0.019400667,39.7263896,153.5948423,
,,,3/1/2021,12:00:00,2459275.17,0.21164043,,339.6848422,7976.383548,0.016699732,1.61202881,341.296871,7977.995576,0.990951617,341.2865492,23.4365389,23.43717128,-17.26501556,-7.331509849,0.043026524,-12.24335873,85.11419138,13:20:36,7:40:08,19:01:03,680.9135311,639.4075613,-20.14810968,49.91969907,40.08030093,0.01914635,40.09944728,153.4810054,
,,,3/2/2021,12:00:00,2459276.17,0.21166781,,340.6704896,7977.369148,0.01669973,1.629724643,342.3002142,7978.998872,0.991196579,342.2898934,23.43653855,23.43717321,-16.32999889,-6.949468625,0.043026532,-12.03880907,85.42807553,13:20:23,7:38:41,19:02:06,683.4246042,639.6121109,-20.09697227,49.54412005,40.45587995,0.018894398,40.47477435,153.3677296,
,,,3/3/2021,12:00:00,2459277.17,0.21169519,,341.6561369,7978.354748,0.016699729,1.646922044,343.303059,7980.00167,0.99144413,343.2927393,23.43653819,23.43717515,-15.39696782,-6.565788854,0.043026539,-11.82633266,85.74270325,13:20:11,7:37:12,19:03:09,685.941626,639.8245873,-20.04385316,49.16640186,40.83359814,0.018644855,40.852243,153.2549574,
,,,3/4/2021,12:00:00,2459278.17,0.21172256,,342.6417843,7979.340348,0.016699728,1.663616223,344.3054005,7981.003965,0.991694196,344.2950819,23.43653783,23.43717709,-14.46584425,-6.180579591,0.043026546,-11.60625317,86.05801738,13:19:57,7:35:43,19:04:11,688.4641391,640.0446668,-19.98883329,48.78667261,41.21332739,0.01839776,41.23172515,153.1426282,
,,,3/5/2021,12:00:00,2459279.17,0.21174994,,343.6274317,7980.325949,0.016699727,1.67980256,345.3072342,7982.005751,0.991946696,345.2969168,23.43653748,23.43717902,-13.53654909,-5.79394938,0.043026553,-11.37889775,86.37396244,13:19:44,7:34:14,19:05:13,690.9916995,640.2720222,-19.93199444,48.40506064,41.59493936,0.018153147,41.6130925,153.0306789,
,,,3/6/2021,12:00:00,2459280.17,0.21177732,,344.613079,7981.311549,0.016699726,1.695476601,346.3085556,7983.007026,0.992201554,346.2982393,23.43653712,23.43718095,-12.60900237,-5.406006249,0.043026561,-11.14459666,86.69048446,13:19:30,7:32:44,19:06:15,693.5238757,640.5063233,-19.87341916,48.02169446,41.97830554,0.017911049,41.99621658,152.9190435,
,,,3/7/2021,12:00:00,2459281.17,0.21180470,,345.5987264,7982.297149,0.016699725,1.710634064,347.3093605,7984.007783,0.992458691,347.2990452,23.43653676,23.43718289,-11.6831233,-5.016857712,0.043026568,-10.90368284,87.00753097,13:19:15,7:31:13,19:07:17,696.0602478,640.7472372,-19.81319071,47.63670273,42.36329727,0.017671492,42.38096876,152.8076534,
,,,3/8/2021,12:00:00,2459282.17,0.21183208,,346.5843738,7983.28275,0.016699724,1.725270838,348.3096446,7985.00802,0.992718025,348.2993305,23.43653641,23.43718482,-10.75883034,-4.626610772,0.043026575,-10.65649164,87.32505089,13:19:00,7:29:42,19:08:18,698.6004072,640.9944284,-19.75139291,47.25021422,42.74978578,0.017434501,42.76722028,152.6964373,
,,,3/9/2021,12:00:00,2459283.17,0.21185946,,347.5700211,7984.26835,0.016699722,1.73938298,349.3094041,7986.007733,0.992979479,349.2990911,23.43653605,23.43718675,-9.836041285,-4.235371916,0.043026583,-10.40336037,87.64299442,13:18:45,7:28:11,19:09:19,701.1439554,641.2475596,-19.68811009,46.86235778,43.13764222,0.017200096,43.15484232,152.5853213,
,,,3/10/2021,12:00:00,2459284.17,0.21188684,,348.5556685,7985.25395,0.016699721,1.752966721,350.3086352,7987.006917,0.99324297,350.2983233,23.4365357,23.43718869,-8.914673335,-3.843247126,0.04302659,-10.14462805,87.96131296,13:18:30,7:26:39,19:10:20,703.6905037,641.5062919,-19.62342701,46.47326232,43.52673768,0.016968295,43.54370597,152.474229,
,,,3/11/2021,12:00:00,2459285.17,0.21191421,,349.5413158,7986.23955,0.01669972,1.766018464,351.3073343,7988.005569,0.993508417,351.2970236,23.43653534,23.43719062,-7.994643157,-3.45034188,0.043026597,-9.880635053,88.27995903,13:18:14,7:25:07,19:11:21,706.2396723,641.7702849,-19.55742876,46.08305679,43.91694321,0.016739113,43.93368232,152.3630813,
,,,3/12/2021,12:00:00,2459286.17,0.21194159,,350.5269632,7987.225151,0.016699719,1.778534785,352.305498,7989.003685,0.99377574,352.2951884,23.43653498,23.43719255,-7.075866959,-3.056761159,0.043026605,-9.611722812,88.59888617,13:17:58,7:23:34,19:12:21,708.7910894,642.0391972,-19.4902007,45.69187013,44.30812987,0.016512561,44.32464243,152.2517968,
